""	"HCC3_BaP_C0_093_S93"	"HCC3_BaP_C0_094_S94"	"HCC3_BaP_C5_053_S53"	"HCC3_BaP_C5_054_S54"	"HCC3_CISP_C0_281_S281"	"HCC3_CISP_C0_282_S282"	"HCC3_CISP_C5_241_S241"	"HCC3_CISP_C5_242_S242"
"CSF1R_25745"	0	0	0	0	0	0	0	0
"KCNK17_25752"	0	0	0	0	3	0	0	0
"DSC3_25779"	0	0	0	0	9	0	0	1
"ETF1_25817"	456	516	478	293	477	378	492	343
"COL15A1_25820"	1	0	0	0	0	3	4	4
"HLA-DQA2_25825"	0	0	0	0	7	3	0	0
"STAT4_25843"	10	15	10	0	52	31	32	27
"HPN_25853"	446	358	76	29	1764	1482	505	400
"ZNF420_25875"	4	1	8	2	3	3	7	0
"GCLM_25908"	10352	9371	4362	2807	11884	9900	4960	3197
"MRE11A_25911"	307	206	441	343	483	329	770	478
"FLNA_25912"	150	109	301	235	822	885	656	379
"MET_25913"	1455	1172	732	498	2180	1876	1270	845
"BCAT1_25914"	0	0	0	0	0	0	0	0
"EPS8L3_25915"	119	78	62	45	287	305	238	119
"TIGAR_25932"	992	857	1231	910	2049	1638	2472	1817
"SYTL1_25933"	57	72	349	248	440	305	1690	935
"CSF3R_25969"	0	0	0	0	0	0	0	0
"RNASE4_25972"	573	504	133	96	1047	944	454	258
"PSMC3_25991"	50	53	164	97	74	58	233	178
"NSA2_26002"	3672	3381	2113	1003	7567	5681	2928	2409
"GPS1_26008"	590	556	518	360	904	740	831	628
"ASF1B_26041"	397	335	3206	2040	2143	1951	4935	3636
"LTF_26042"	0	0	0	0	2	1	0	0
"MMP3_26059"	25	11	27	5	8	12	36	23
"APOA1_26063"	9246	9820	364	255	9409	7121	2718	937
"H2AFX_26072"	2	5	24	2	9	7	113	61
"FAM96B_26073"	773	740	655	485	1621	1606	2481	2029
"ATP5B_26124"	19498	18789	9431	5947	42024	30954	11314	7795
"TTC4_26135"	89	57	117	78	128	102	284	190
"ETNK1_26147"	50	57	65	33	81	38	137	71
"FZD10_26157"	0	0	0	0	0	0	0	0
"RHOV_26190"	0	0	6	9	1	2	4	0
"HS6ST2_26218"	2	2	0	0	9	8	0	0
"MT1G_26225"	19482	18065	32312	24779	28740	25633	62964	51499
"PGA5_26280"	0	0	0	1	0	0	0	0
"IGLL5_26283"	0	0	0	0	0	0	0	0
"MAP2_26319"	1963	1807	459	251	3555	2686	918	556
"FGR_26336"	0	0	0	0	0	0	0	6
"CEL_26356"	12	7	63	29	104	52	238	131
"SFTPA2_26367"	0	0	0	0	0	0	0	0
"SRSF7_26369"	1572	1330	1341	791	1942	1782	1391	970
"GSDMB_26379"	32	29	68	29	72	51	80	38
"ADH1A_26384"	4420	5199	59	52	3319	2522	79	66
"MRPS6_26422"	541	472	567	359	802	555	1339	832
"HCK_26429"	0	1	0	2	4	2	2	1
"AATF_26432"	382	328	285	114	694	549	312	207
"AVP_26433"	0	0	0	0	2	0	0	0
"BIRC6_26442"	189	254	161	128	347	211	211	114
"NR1H3_26446"	41	39	13	21	61	72	69	48
"BCL2L11_26447"	130	170	132	142	246	175	371	103
"SKA1_26466"	31	32	244	167	76	62	506	382
"NQO1_26473"	243	268	161	87	428	422	314	159
"SIRPG_26479"	0	0	0	0	2	0	0	0
"MAGI1_26483"	98	88	2	0	185	107	0	2
"FCGR1B_26488"	0	0	0	0	5	0	2	0
"IGFBP6_26498"	29	20	51	53	87	102	420	323
"XRCC5_26508"	9174	8527	7303	3844	13819	10959	8453	5806
"AQP1_26514"	0	3	0	2	3	2	11	6
"SGCE_26521"	526	484	383	311	593	373	643	487
"TMC7_26524"	0	3	1	2	3	2	0	4
"GUCY1A3_26526"	0	0	0	0	6	2	2	0
"MPEG1_26527"	0	0	0	0	3	0	0	0
"ALDH3A2_26575"	655	621	312	171	519	328	455	255
"NCKAP1L_26591"	0	0	0	0	1	0	4	1
"FNDC4_26595"	14	28	29	6	75	55	101	50
"GAP43_26603"	2	4	0	0	14	20	1	0
"ABCC2_26620"	1590	1631	442	138	2982	2019	1045	590
"IGFBP7_26667"	28	22	23	9	79	75	106	92
"WISP1_26670"	0	0	0	1	2	5	3	1
"COL3A1_26690"	15	18	5	0	60	68	5	20
"ABCB6_26787"	49	43	81	25	110	149	215	123
"ABCC3_26788"	2055	1870	1005	492	5459	4063	1069	483
"ABCC4_26789"	555	539	216	149	889	586	213	140
"ACE_26793"	1	5	5	0	6	2	8	1
"ACE_26794"	3	8	0	0	24	10	5	1
"ADCY4_26802"	0	0	0	0	7	0	0	2
"ADORA2A_26806"	0	5	0	0	0	1	2	0
"AHRR_26810"	0	1	0	0	4	0	0	0
"AHRR_26811"	4	5	0	0	0	3	1	0
"AIF1_26812"	0	0	0	0	6	0	0	0
"AKR1C3_26820"	1593	1494	401	205	2002	1159	1616	1252
"AKT1_26821"	7068	6483	3882	2910	21934	17804	5853	4339
"AMY2B_26823"	86	92	148	66	116	76	86	35
"ANP32E_26838"	511	475	376	410	848	834	708	332
"ARHGAP8_26848"	14	25	3	4	41	26	2	5
"ASCC3_26863"	33	21	93	52	80	48	130	92
"ASCC3_26864"	170	175	331	176	478	325	683	514
"BCL2L11_26886"	473	462	508	339	655	502	749	339
"BCL2L13_26889"	134	166	53	41	189	139	106	57
"BCL2L13_26890"	11	12	16	4	12	17	49	18
"BCL2L13_26891"	192	178	137	78	379	284	357	203
"BID_26898"	463	417	163	73	802	748	392	254
"BMF_26899"	15	12	8	4	21	24	7	0
"BRCA1_26902"	0	0	11	5	8	7	39	25
"BTN3A2_26908"	177	121	148	88	225	232	187	132
"CAMK2B_26957"	9	7	3	1	11	5	8	0
"CASP1_26966"	1077	868	1737	1184	2316	1707	3833	2664
"CASP8_26967"	185	173	144	75	208	162	424	284
"CBWD6_26970"	490	453	342	192	953	871	451	415
"KYAT3_26971"	870	900	554	328	1360	865	772	579
"CCP110_26981"	138	162	442	308	306	173	648	364
"CD36_26985"	0	0	0	0	0	0	5	8
"CDC45_26987"	34	38	219	113	396	344	578	420
"CDCA3_26988"	11	14	25	28	40	67	199	124
"CETN3_27006"	141	165	230	123	225	139	299	172
"CFH_27007"	2987	2918	1052	591	5563	4186	2167	1791
"CFL2_27008"	45	39	22	12	70	36	64	69
"CLEC7A_27023"	0	0	0	0	0	0	0	0
"CLK1_27025"	176	121	159	120	176	145	374	249
"CSF1R_27064"	0	1	5	12	3	7	9	7
"CSK_27067"	3	0	6	0	15	11	12	1
"CSNK1A1_27068"	211	218	258	147	258	222	380	246
"CTNND1_27079"	142	195	75	21	209	107	183	83
"CYC1_27087"	96	68	68	39	309	290	157	96
"CYP3A5_27090"	2951	2741	76	64	944	429	254	132
"DCN_27098"	170	122	403	319	613	471	672	480
"DCN_27099"	172	177	556	320	381	289	302	351
"DDC_27100"	888	913	113	59	1503	1128	123	110
"DDX3Y_27101"	0	0	0	0	0	0	0	0
"DEPDC1_27104"	11	5	4	3	31	13	58	34
"DNAJB14_27130"	19	18	7	1	33	16	19	10
"DNMT3A_27133"	13	9	6	11	56	15	26	10
"DUSP4_27145"	3	14	126	83	42	49	235	144
"EIF4G1_27165"	1274	1217	1298	761	1531	1074	1638	871
"ESR2_27179"	0	0	2	0	2	2	0	0
"ESR2_27183"	0	0	0	0	3	0	0	0
"ETNK1_27184"	155	143	221	140	147	128	455	279
"ETS1_27185"	112	50	46	91	170	262	198	120
"ETV1_27186"	6	7	1	0	32	18	3	0
"EXOSC5_27191"	72	97	62	52	355	211	272	194
"FAM69A_27207"	30	38	28	26	46	12	58	47
"FKBP1A_27226"	3	5	18	3	9	1	20	7
"FN1_27231"	44401	44980	20926	12664	101889	81693	28722	19225
"FPGS_27241"	521	481	334	210	884	835	759	411
"FURIN_27246"	30	19	12	6	60	26	56	25
"GALE_27250"	76	67	128	107	422	344	826	536
"GGT1_27266"	2	0	4	9	3	2	58	42
"GIMAP5_27272"	0	1	3	0	6	1	8	10
"GUCY1A3_27296"	16	19	8	4	14	19	8	4
"H2AFV_27300"	55	41	21	32	92	67	187	88
"HIST1H2BD_27314"	823	775	1559	1498	1699	1812	2369	1863
"HLA-DMA_27315"	2	2	4	4	11	19	6	0
"HSPE1_27335"	9946	9498	5199	3992	16229	13292	12563	10835
"IKBIP_27347"	637	527	1396	1091	1048	1029	2363	1792
"ITGA1_27365"	2185	1979	721	378	3227	2592	773	470
"ITGAL_27366"	0	3	0	0	3	0	0	0
"ITGB2_27367"	1	0	0	0	2	9	2	2
"LMNB1_27441"	76	62	236	124	222	186	395	305
"LSR_27465"	3	4	9	14	26	13	16	17
"LST1_27466"	0	0	0	0	0	0	0	0
"LYPLA1_27474"	5671	5260	4259	2704	7821	6603	6259	4177
"MAFF_27478"	48	43	434	294	125	109	566	345
"MASP2_27484"	4	2	5	0	8	1	0	0
"MDM2_27496"	551	517	1548	880	1317	951	3356	2134
"MDM2_27497"	246	200	616	438	769	439	1642	991
"MMP2_27519"	116	146	212	142	287	303	120	62
"MMP8_27521"	0	0	0	0	3	4	2	0
"MYB_27540"	2	0	2	0	0	0	5	0
"MYL4_27544"	2	4	0	0	7	4	4	6
"MYO10_27545"	12	5	5	0	24	25	20	4
"NAT1_27553"	69	73	54	62	51	45	161	117
"NDUFV3_27573"	595	537	410	327	658	649	750	482
"NET1_27578"	157	165	221	178	164	189	401	216
"NFKBIZ_27582"	274	267	641	375	642	520	786	435
"NME1_27589"	14062	13199	21237	13521	32172	28379	34027	26550
"NR2F2_27597"	217	222	142	96	396	285	236	168
"NSA2_27611"	402	407	379	267	535	422	656	420
"NUP62_27614"	54	42	68	27	86	53	156	85
"OAS1_27617"	0	1	0	0	6	0	2	2
"PDE4C_27660"	1	0	7	3	2	5	5	3
"PDGFA_27664"	19	5	9	9	38	5	16	5
"PECR_27673"	489	498	52	45	702	450	144	110
"PIGF_27685"	791	679	796	597	1169	871	1021	643
"POLE2_27697"	30	15	104	89	129	129	198	132
"POLR2H_27699"	720	626	929	695	1043	964	2140	1446
"PPIA_27705"	21876	19280	19006	15871	38383	31788	39556	31438
"PPM1B_27708"	188	199	168	98	169	123	241	131
"PRDX3_27724"	18111	17443	10299	7629	26314	20234	14116	11615
"PRKAR1A_27726"	203	119	271	217	199	176	500	228
"PRKAR1A_27727"	75	61	93	73	156	159	230	65
"PRKAR1A_27728"	9452	8992	8854	5423	19065	13731	10321	6931
"PSIP1_27736"	2141	2015	2652	1276	4002	3110	2911	2458
"PSMD9_27739"	0	0	3	5	3	2	3	3
"RAB1A_27749"	371	367	235	213	633	490	433	196
"RPL32_27803"	8248	8496	5749	3835	15736	14635	7744	7123
"RPL36A_27804"	64	51	62	38	143	99	124	75
"RPP40_27808"	144	147	86	81	167	117	169	167
"RPS20_27810"	1675	1367	1292	1145	2420	1799	3775	3372
"S100A13_27820"	850	723	1300	952	2305	1915	2784	2143
"SCP2_27826"	1981	2173	292	179	1325	906	325	229
"SEC11A_27827"	196	175	118	147	274	209	305	215
"SEC11A_27828"	428	381	311	220	697	611	530	418
"SEC11A_27829"	1762	1712	1008	834	3321	2857	1136	951
"SERPINE2_27841"	1327	1174	1977	1122	3238	2679	5895	3935
"SERPINE2_27842"	270	280	546	377	527	375	1264	823
"SHB_27848"	716	648	539	295	560	479	551	331
"SLC22A2_27864"	0	5	0	0	1	0	0	0
"SLC25A14_27867"	0	2	3	0	3	0	3	2
"SLC25A27_27869"	78	54	59	42	43	45	57	16
"SLC2A14_27874"	1	0	0	0	6	0	0	0
"SLC6A8_27878"	15	15	19	28	112	124	98	44
"SMAD3_27880"	1197	1249	727	360	2022	1924	1492	759
"ST6GALNAC2_27912"	41	35	99	68	85	71	224	169
"SULT1A1_27920"	550	566	200	141	1096	725	854	589
"TGFB1_27949"	57	39	38	27	114	87	147	64
"TIMM17B_27958"	21	11	2	11	34	28	40	23
"TIMM23B_27959"	2368	2090	2011	1148	2735	2096	1747	1277
"TMED7_27963"	196	162	184	121	298	187	156	115
"TMEM167A_27971"	2332	1950	2258	1843	3839	3384	3650	2556
"TMEM185A_27972"	17	6	9	14	8	1	25	8
"TMEM2_27975"	1179	1034	1054	566	1733	1300	1434	1002
"TNFSF12_27992"	0	0	0	0	5	0	0	0
"TP53I3_27999"	46	53	76	36	65	87	362	203
"TPM1_28000"	4480	4394	2330	1334	13339	10848	1391	1341
"TRIM13_28005"	1	5	1	0	8	10	5	1
"TSLP_28017"	11	10	1	4	7	1	8	6
"UBB_28031"	3922	3884	4723	3397	5250	4537	8679	5720
"USH1C_28044"	0	1	0	0	0	1	1	0
"VDAC2_28051"	311	253	167	134	418	226	340	268
"VDAC2_28052"	378	451	375	273	664	486	644	516
"VEGFA_28053"	1478	1413	2382	1347	5630	5117	1841	1299
"VGLL4_28054"	965	905	394	200	1131	1017	556	399
"VGLL4_28055"	9	11	4	1	26	13	13	17
"WISP1_28074"	0	1	0	0	9	6	4	1
"XPC_28078"	91	73	80	86	98	88	475	259
"LOC283357_28160"	0	4	0	0	0	1	0	0
"GTF2IP1_28161"	70	87	42	17	97	63	68	26
"ANKRD36BP2_28163"	0	0	0	0	5	3	0	0
"IGHG2_28164"	0	0	0	0	0	0	0	0
"IGHG3_28165"	0	0	0	0	2	4	0	0
"CYP2B7P_28166"	142	136	0	0	35	24	3	0
"IGHV3_28168"	0	0	0	0	10	7	0	2
"TRBC1_28169"	0	0	3	6	0	0	6	0
"IGLV1_28171"	9	4	11	12	13	24	12	11
"HIST1H2BC_28172"	2697	2367	2936	2729	8000	7870	4853	4537
"TRAV20_28173"	2	0	0	0	2	0	1	0
"IGKV3D_28174"	0	0	0	0	4	4	1	0
"GTF2H2_28175"	18	10	17	3	27	17	20	12
"LOC100510495_28176"	63	75	61	67	174	181	210	171
"LOC285812_28179"	3	2	1	0	15	8	6	6
"CB_28181"	19	29	33	18	80	44	41	32
"LOC100505812_28182"	4	7	4	2	10	5	17	2
"RPL13AP5_28183"	39	31	15	16	158	89	142	98
"KHDRBS3_28184"	454	530	294	205	592	434	498	422
"IGKV4-1_28185"	0	0	0	0	0	0	0	0
"USP32P2_28186"	6	15	15	12	56	20	7	5
"IGKV1_28187"	1	0	0	0	19	3	0	0
"MGC70870_28188"	2	0	0	0	7	1	0	0
"SDHAP2_28189"	71	65	70	36	200	153	212	125
"HSP90AA2P_28191"	0	0	0	0	11	1	0	0
"TMEM65_28194"	53	52	80	55	164	137	135	45
"TRBC2_28196"	0	0	0	0	15	0	0	0
"NME2_28197"	1075	894	1575	1457	2167	1808	3285	2216
"EMX2OS_28199"	0	0	0	0	2	0	0	0
"LOC286191_28201"	0	0	0	0	0	0	0	0
"LOC100505614_28202"	0	6	0	0	22	8	0	0
"IGHV4_28203"	0	2	3	0	0	11	0	1
"BRE-AS1_28204"	0	0	0	0	2	0	3	0
"BPHL_28205"	1028	1063	338	237	1841	1601	786	573
"PAX8_28206"	0	0	0	0	4	0	0	0
"TPSAB1_28207"	0	0	0	0	3	0	0	0
"GNAI2_28208"	271	201	277	262	523	389	739	532
"CPOX_28209"	80	59	106	82	174	94	187	73
"PRAF2_28210"	272	226	523	402	577	398	414	273
"ICAM3_28211"	0	0	1	0	0	0	0	0
"TCEAL4_28212"	7548	7541	3229	1678	18724	13624	3320	3312
"RPS10_28213"	0	0	0	0	0	0	1	0
"IFI27_28214"	165	149	169	154	416	425	1198	895
"MT1M_28215"	791	647	465	374	1805	1721	1066	980
"UBE2A_28216"	5	3	6	8	6	13	31	9
"TBP_28217"	329	315	438	331	454	376	807	544
"DUSP14_28218"	401	397	599	402	729	744	2178	1545
"GRB7_28219"	12	8	7	0	17	13	30	5
"BAX_28222"	3670	3468	6395	4174	9774	8247	14985	10172
"XIST_28223"	55	25	58	30	68	50	31	9
"PRSS2_28224"	4	0	0	0	30	7	1	8
"IGL_28225"	0	0	0	0	3	0	0	0
"IGK_28226"	0	0	0	0	2	0	0	0
"MTERFD_28227"	16	14	45	19	26	28	34	44
"TRGC2_28228"	0	0	0	0	3	0	0	0
"CNPY2_28229"	1	2	0	3	6	6	1	5
"UGT1A8_28230"	2471	2025	850	492	2566	1745	824	600
"FYB_28231"	0	0	0	0	0	0	0	0
"CXCL2_28232"	1967	1897	812	617	3646	2793	1421	918
"CCNC_28233"	27	24	18	24	18	14	51	30
"KLK11_28234"	0	0	1	0	0	0	0	0
"RBM34_28235"	204	250	261	181	218	186	473	228
"ITK_28236"	0	1	0	0	0	0	0	0
"PDXP_28237"	0	0	1	1	6	1	1	2
"FGF8_28239"	0	0	0	0	0	0	0	0
"CYP7A1_28240"	0	0	0	0	3	1	0	0
"RGS2_28241"	492	433	570	338	1816	1342	1974	1480
"CBLB_28242"	100	100	40	16	61	56	71	20
"PIGB_28244"	1	8	0	1	16	9	12	29
"NET1_28245"	29	35	30	8	61	24	52	31
"AKR1C2_28246"	2623	2201	606	317	2837	1853	1218	732
"CAST_28247"	293	250	107	118	589	556	274	158
"PRAM1_28248"	0	0	0	0	0	0	0	0
"LAMA2_28249"	124	153	54	35	260	199	90	32
"ARR3_28250"	0	0	0	0	0	0	0	0
"KIF4A_28251"	0	2	9	5	0	15	19	23
"CD19_28252"	0	0	0	0	0	0	0	0
"PAK4_28253"	11	7	0	5	23	26	32	18
"TH_28255"	0	0	0	0	0	0	0	0
"GNAI3_28256"	51	41	52	25	51	63	89	69
"FOSB_28257"	0	0	31	11	2	2	14	9
"PHKA1_28258"	232	198	112	83	433	357	149	93
"PCBD1_28259"	413	407	263	217	592	473	508	404
"KLK2_28260"	0	0	0	0	2	0	0	0
"HNF4A_28261"	32	28	10	2	53	25	58	31
"GNGT1_28262"	0	0	0	0	0	0	1	0
"MED24_28263"	94	55	86	52	191	132	238	112
"TNFRSF1B_28264"	64	42	71	87	137	78	189	92
"NR4A2_28266"	5	3	43	23	12	4	30	15
"MSI2_28267"	756	760	97	34	1499	1331	345	336
"SCGB2A1_28268"	21	22	13	13	53	52	41	27
"CLK1_28270"	3	0	2	0	3	4	4	0
"CHAT_28271"	0	0	0	0	0	0	0	0
"RNPC3_28272"	148	111	141	75	253	146	84	75
"ALAS1_28273"	1935	1997	1406	807	2098	1436	1992	1142
"DENND3_28276"	0	0	0	0	0	0	0	1
"MAGEA12_28277"	3	0	8	2	15	2	1	0
"AP1M2_28278"	0	0	0	0	2	0	0	0
"MPZL1_28279"	438	348	273	230	582	452	387	267
"ZFP36_28280"	5	0	5	7	6	9	5	3
"RETN_28281"	0	0	0	0	0	1	0	0
"TLR7_28282"	0	0	0	0	1	0	0	0
"GNPDA1_28283"	215	212	231	202	522	419	786	531
"CHST13_28284"	0	0	0	0	0	3	0	0
"MFAP5_28285"	3	5	0	0	6	7	10	5
"PRMT5_28286"	1517	1358	1643	1058	2083	1810	1474	1026
"PPARG_28287"	1280	1157	254	218	2900	2357	430	355
"PSMD9_28288"	4	14	11	2	21	22	35	20
"CETN3_28289"	178	102	141	92	251	189	220	115
"HTR1B_28290"	0	0	0	0	3	1	0	0
"CDKN2A_28291"	5	5	0	0	8	2	7	8
"SERHL2_28292"	0	0	0	0	0	0	0	0
"TXNRD2_28293"	19	15	11	13	52	44	34	37
"PTPN6_28294"	2	10	2	2	7	7	12	8
"CCL8_28295"	0	0	0	0	1	11	0	0
"FLAD1_28296"	45	37	33	35	56	42	80	31
"CD55_28297"	62	65	155	93	168	116	159	86
"MAPK1IP1L_28298"	16	12	21	24	39	17	101	45
"EIF2B1_28299"	263	265	396	239	490	292	485	301
"BCL2A1_28301"	0	0	0	3	0	3	0	0
"TESK1_28302"	31	27	48	13	70	42	90	41
"BTN3A3_28303"	5	9	11	5	13	11	24	5
"ESR2_28304"	0	0	0	0	2	0	0	1
"GDPD3_28305"	0	0	0	1	1	1	0	0
"AOAH_28306"	0	0	0	0	3	0	0	0
"IKBIP_28307"	24	29	84	62	63	48	95	45
"CXCL1_28308"	2637	2406	1308	1181	5165	3834	1814	1441
"DNMT1_28309"	0	0	9	0	2	0	1	5
"OPHN1_28310"	2	0	0	1	7	4	0	0
"AGR3_28311"	0	0	0	0	7	0	0	0
"DTL_28312"	18	13	302	193	61	64	405	201
"RNASE3_28313"	0	0	0	0	2	0	0	0
"CLDN3_28314"	0	0	0	0	0	0	0	0
"MAFF_28315"	25	19	249	175	74	89	258	122
"BCL2L13_28316"	508	423	146	122	1875	1142	308	262
"DERA_28317"	476	322	636	533	590	445	1744	1220
"PRSS3_28318"	0	0	0	1	11	4	2	0
"ARHGAP45_28322"	0	0	0	0	0	1	3	3
"RPP38_28323"	1209	1236	815	600	1429	1119	1276	843
"CXCR4_28324"	0	0	0	0	11	0	1	0
"POLR3B_28325"	0	1	0	0	0	0	0	0
"NGB_28327"	0	0	0	0	0	2	2	0
"HLA-DQB1_28328"	0	0	0	0	0	0	29	12
"HLA-DQB1_28329"	0	0	0	0	0	0	6	0
"STX4_28330"	161	202	146	77	236	214	238	114
"BLOC1S2_28331"	600	442	1404	1063	930	639	2433	1929
"FCRL3_28332"	0	0	0	0	0	1	0	0
"CCDC85B_28333"	249	189	157	111	496	310	169	49
"C9orf3_28334"	54	41	24	10	67	93	20	26
"UBE2A_28335"	22	29	32	24	29	12	53	47
"NUF2_28336"	9	6	11	21	12	7	89	61
"NOS3_28337"	0	0	0	0	2	1	0	0
"CYP3A4_28338"	518	489	0	0	127	81	0	7
"CRISP3_28339"	1	0	2	4	0	0	0	0
"RELB_28340"	54	37	36	21	87	72	237	167
"AMH_28341"	0	1	3	0	1	0	1	0
"CHST11_28342"	126	146	30	45	270	201	29	25
"ELTD1_28345"	0	0	0	0	10	3	0	0
"GSR_28346"	8599	8393	3589	2312	14063	10518	3733	2456
"SELL_28347"	8	6	4	1	20	8	26	10
"TUBG1_28348"	748	749	1325	976	1319	968	3171	1915
"MRPL3_28349"	130	143	110	72	290	150	234	151
"SLC10A2_28350"	0	0	0	0	2	1	0	2
"CD86_28351"	0	0	1	0	0	0	0	0
"PLN_28352"	2	2	6	0	6	9	5	1
"DCP1B_28353"	5	7	2	2	4	1	10	2
"MKI67_28355"	159	100	587	391	394	369	1517	666
"CRTAM_28356"	0	0	0	0	8	0	0	0
"IL18R1_28357"	67	56	34	27	67	80	111	63
"INSL3_28358"	0	0	0	0	0	0	0	0
"HBQ1_28359"	0	0	2	0	1	3	1	0
"CYP26B1_28361"	314	294	529	402	980	717	1064	567
"FIGF_28363"	3	6	0	0	6	11	0	0
"CREB1_28364"	319	235	189	165	490	374	378	296
"DEFA4_28365"	0	0	0	0	2	0	0	0
"CYP2A13_28366"	0	0	0	0	1	3	0	1
"MUC2_28367"	0	0	0	0	1	0	0	0
"ABCA6_28368"	53	56	5	3	82	66	23	23
"RASSF1_28369"	397	364	725	453	1014	881	860	512
"SLC22A6_28370"	0	0	0	0	2	3	0	0
"SLC47A1_28371"	126	170	44	28	153	127	93	48
"NEIL3_28372"	9	18	48	53	28	32	132	108
"PARP2_28373"	397	438	971	628	757	494	1259	911
"CRTAP_28374"	11365	10563	9196	6874	21034	17683	15698	10011
"AMHR2_28375"	0	0	1	2	3	0	25	0
"CAMP_28376"	0	0	1	0	2	0	0	0
"ZMYM2_28378"	408	408	300	224	712	598	529	301
"ENDOG_28379"	2	4	0	2	19	18	3	4
"STXBP2_28380"	30	50	41	13	117	78	111	51
"DNAJC15_28381"	5	1	0	0	0	0	1	3
"PAFAH1B3_28382"	388	373	671	462	1669	1611	1882	1291
"NVL_28383"	26	15	19	19	28	24	20	28
"PGR_28384"	2	1	0	0	6	14	0	6
"SERTAD1_28385"	462	458	1256	905	695	657	3725	2125
"SMARCD2_28386"	135	137	104	55	210	134	166	97
"PAPOLA_28387"	369	362	300	216	559	394	861	475
"SRP72_28388"	171	146	227	210	234	205	296	213
"ACTG2_28389"	0	0	3	0	0	11	1	0
"IFNA1_28390"	0	0	0	0	8	5	0	0
"SPRR1B_28392"	0	0	0	0	2	0	0	0
"ARHGEF9_28393"	163	167	55	49	242	211	138	114
"KLRC1_28394"	0	0	0	0	2	0	0	0
"CRNDE_28397"	0	0	3	0	0	0	0	0
"IGLV2_28398"	2	3	0	0	3	6	5	2
"LOC100505501_28399"	0	0	0	0	1	0	1	0
"LOC100505501_28400"	0	0	0	0	0	0	0	0
"LOC100505564_28401"	0	0	0	0	1	3	1	0
"LOC100506051_28402"	3	7	0	0	11	3	0	2
"LOC100506621_28403"	89	105	40	23	371	280	99	66
"CYAT1_28404"	0	2	1	1	11	0	0	0
"LOC100506948_28405"	7	1	5	6	7	16	8	13
"ORC4_28406"	10	8	6	2	0	5	13	9
"TRAF3IP2_28407"	27	25	34	25	66	25	73	50
"UEVLD_28408"	11	14	20	3	35	31	24	5
"ATG12_28409"	30	46	45	77	64	45	161	87
"C1RL_28410"	30	17	9	0	33	28	19	14
"ASTN2_28411"	4	4	16	18	31	23	28	19
"VSX1_28412"	0	0	0	0	1	0	1	0
"TCEB1_28413"	7376	6812	6187	4952	11795	10004	10140	7863
"CXorf56_28414"	0	0	0	3	4	9	4	0
"RBBP5_28415"	2	2	1	1	5	5	1	0
"CARD8_28417"	19	3	4	0	24	15	3	2
"POC1B-GALNT4_28418"	102	107	155	92	161	130	278	148
"IL12RB1_28419"	0	0	0	0	0	1	0	0
"IGF1_28421"	3	8	5	0	8	2	0	0
"ZNF682_28422"	1	0	0	0	2	0	9	2
"H2AFV_28424"	141	103	78	59	274	184	155	130
"MYL1_28425"	0	0	0	0	4	3	2	3
"SLC25A14_28426"	13	9	9	8	14	16	11	4
"CARD16_28427"	0	4	3	2	0	4	9	0
"RAP2C_28428"	1	3	0	1	1	0	0	3
"NAT2_28429"	1	0	0	0	20	7	0	0
"MS4A4A_28430"	0	1	0	0	0	0	3	0
"NAMPT_28431"	5856	5767	3204	1761	7885	6130	4436	3260
"IL10_28432"	0	0	0	0	0	0	0	2
"POLB_28436"	37	51	60	24	55	41	116	82
"CYP3A5_28493"	191	220	41	8	432	210	108	37
"LST1_28495"	3	1	8	5	16	33	8	9
"COL3A1_28516"	109	81	54	32	446	348	31	88
"DEFA6_28590"	0	0	0	0	1	0	0	0
"COA6_28597"	0	0	0	0	2	0	0	0
"CA1_28608"	0	0	0	0	4	0	0	0
"RABGGTB_28610"	1715	1553	1181	787	2568	2071	1253	970
"BZW2_28613"	12	22	8	4	108	54	60	28
"AGXT2_28617"	14	11	0	3	10	4	0	1
"EIF3C_28624"	48	25	32	21	103	54	88	38
"EIF3E_28626"	334	230	179	133	456	257	430	279
"CNPY3_28629"	722	630	823	640	1365	1187	1182	682
"CLDN5_28660"	0	0	0	0	2	0	0	0
"CYP2A6_28673"	195	226	0	0	27	6	0	0
"CFHR1_28694"	2028	1923	430	299	2489	1543	829	626
"TMEM5_28701"	1173	1017	1159	643	1618	1255	1074	806
"GDPD5_28706"	0	6	1	0	10	6	4	6
"DAPK1_28743"	188	193	64	52	614	419	93	54
"FCHO1_28745"	0	0	0	0	0	3	0	0
"GADD45B_28755"	65	41	80	42	124	80	153	62
"ILK_28806"	4864	4543	3533	2524	15403	11429	6330	4584
"IL11_28827"	0	0	11	14	1	1	11	0
"KRT14_28848"	0	0	2	2	6	6	13	18
"EIF4EBP1_28851"	143	137	122	139	418	345	346	269
"IL18RAP_28858"	0	2	1	0	13	0	6	0
"UGT1A10_28864"	14666	14345	4747	2340	14002	8379	3952	2858
"FGF21_28870"	0	0	0	0	3	0	0	0
"XCL2_28886"	0	0	0	0	1	1	0	0
"COG4_28894"	586	499	371	240	788	682	694	415
"RBP3_28896"	0	0	1	0	8	0	12	2
"HLA-G_28909"	0	0	3	2	0	0	3	5
"CLTB_28914"	137	162	181	121	254	145	701	380
"MAPK3_28956"	969	889	640	507	3112	2714	1111	746
"POMC_28971"	1	0	0	0	3	0	2	0
"FSHB_28997"	0	0	0	0	6	0	0	0
